nsow,iteration,dh,upfront_cost,total_cost,bcr,reliability,satisficing
1000,9,3,141285.0,866666.758808782,5.763946582044209,0.417814805848848,13.0
1000,9,9,153870.0,352799.7644889343,8.713922058646677,0.7898812139599652,62.1
1000,9,14,191370.0,273829.1014962798,7.614996342982799,0.9076105397590596,68.2
1000,10,0,0.0,2254968.1088384404,,0.15497911386494245,0.0
1000,10,3,141285.0,1260213.1293799058,8.040768513703044,0.4055630869226279,8.799999999999999
1000,10,9,153870.0,483518.7661958131,12.51263626855545,0.779246916237892,59.099999999999994
1000,10,14,191370.0,331289.89262213267,11.052140963663623,0.9004579731341651,65.3
10000,1,0,0.0,1725634.3598345187,,0.15985334409024604,0.0
10000,1,3,141285.0,924650.0630115952,6.6692805097704895,0.4146104517431855,10.489999999999998
10000,1,9,153870.0,360481.93040448637,9.872115613375138,0.7877894229158383,59.81999999999999
10000,1,14,191370.0,275466.86178092577,8.57782044235561,0.9069601235209895,65.12
10000,2,0,0.0,1932606.3187573403,,0.16042432824485975,0.0
10000,2,3,141285.0,1041488.9140656488,7.3072329312502475,0.41435235717897223,10.83
10000,2,9,153870.0,388747.571091565,11.033526663194742,0.7873420267670637,59.21999999999999
10000,2,14,191370.0,284135.6532213107,9.614049566473478,0.906940122526651,65.49000000000001
10000,3,0,0.0,2296666.620878087,,0.1620533240776673,0.0
10000,3,3,141285.0,1185542.525423942,8.864416572560039,0.41752708413453693,10.74
10000,3,9,153870.0,419212.87099235493,13.201558132746685,0.7910518285943263,59.88
10000,3,14,191370.0,295507.3331000679,11.457016709923284,0.9092725462425711,65.66
10000,4,0,0.0,1708949.8788183026,,0.1597741113569129,0.0
10000,4,3,141285.0,945482.9624813,6.403736534925877,0.4136931748441494,10.93
10000,4,9,153870.0,373298.7335283983,9.680386984401796,0.7872382341885362,58.709999999999994
10000,4,14,191370.0,282686.6205590372,8.452909328835581,0.9067604891903611,65.28
10000,5,0,0.0,1611769.0412536527,,0.1592601219636376,0.0
10000,5,3,141285.0,901726.6923909062,6.025603205313704,0.41445587132203254,10.58
10000,5,9,153870.0,364831.25719271094,9.103839501273425,0.7893556847170168,60.34
10000,5,14,191370.0,281036.4771480134,7.953715650862932,0.908520877329629,66.17
10000,6,0,0.0,1990765.676973506,,0.15879576305508367,0.0
10000,6,3,141285.0,1085078.733969571,7.410354552882012,0.4132431196045236,11.21
10000,6,9,153870.0,408782.9145563199,11.281294355086674,0.7872865819088395,60.39
10000,6,14,191370.0,293873.8255031096,9.867073477924421,0.9071145729118949,66.63
10000,7,0,0.0,1566658.234275837,,0.16003630508280325,0.0
10000,7,3,141285.0,877836.7660984512,5.875404099355102,0.4141766923931943,11.14
10000,7,9,153870.0,353140.13500270527,8.88664521526699,0.7880537186843981,60.61
10000,7,14,191370.0,273602.4438109239,7.7568364449229925,0.9075620753909422,66.33
10000,8,0,0.0,2259845.678451484,,0.15761885539554538,0.0
10000,8,3,141285.0,1185740.684395874,8.602399363383302,0.4146465214718819,10.74
10000,8,9,153870.0,424645.77065086935,12.926950723341875,0.7908720379807967,60.38
10000,8,14,191370.0,299444.49842564657,11.244036055943134,0.9096475486203395,66.43
10000,9,0,0.0,1741854.2429518271,,0.15841116891666052,0.0
10000,9,3,141285.0,949185.6871581475,6.610422591171603,0.4122187933597932,10.99
10000,9,9,153870.0,367404.07402588945,9.932541554077714,0.7870120161279679,60.050000000000004
10000,9,14,191370.0,278454.30891257833,8.646966264509844,0.9070940555353784,65.48
10000,10,0,0.0,1936644.6273140155,,0.16018519622353042,0.0
10000,10,3,141285.0,1061847.984367484,7.191716338935706,0.4132377567005691,10.42
10000,10,9,153870.0,416800.6256041687,10.877455005588137,0.7867711112076106,59.69
10000,10,14,191370.0,305995.30101334315,9.520924524746157,0.9067134862384675,65.36
