nsow,iteration,dh,upfront_cost,total_cost,bcr,reliability,satisficing
500000,1,0,0.0,3798366.3982855966,,0.10425570430040357,0.0
500000,1,3,141285.0,2000368.8114745747,13.72603310196427,0.3121868624279914,6.8766
500000,1,9,153870.0,659594.7451683147,21.398853922904284,0.7204900063245352,55.5856
500000,1,14,191370.0,392456.63273457036,18.797511446679348,0.875252011221458,67.2116
500000,2,0,0.0,3454709.9609017656,,0.10441705010883935,0.0
500000,2,3,141285.0,1827895.0542322993,12.514420544781588,0.3127993313860094,6.862799999999999
500000,2,9,153870.0,615226.7691784821,19.45378041023776,0.7211763148463368,55.7702
500000,2,14,191370.0,377333.0461687688,17.080769790108153,0.8755265762151492,67.098
500000,3,0,0.0,3575249.786858248,,0.1043286925593847,0.0
500000,3,3,141285.0,1874188.946357608,13.039925261001803,0.3127219007765964,6.8991999999999996
500000,3,9,153870.0,618113.8252285166,20.21840489783409,0.7213212571321407,55.797799999999995
500000,3,14,191370.0,374658.2795330549,17.724625110127988,0.8757523033129221,67.2718
500000,4,0,0.0,3648996.2794325813,,0.1044648045822813,0.0
500000,4,3,141285.0,1922393.9191229527,13.22070538492854,0.31289596978892475,6.8874
500000,4,9,153870.0,638104.8660731552,20.56776118385277,0.7211808992684644,55.7826
500000,4,14,191370.0,385379.6073480629,18.05396181263792,0.8755870436711163,67.1982
500000,5,0,0.0,3386822.274065103,,0.1045233873261437,0.0
500000,5,3,141285.0,1792937.3515558213,12.28134566662619,0.31279031381312217,6.844
500000,5,9,153870.0,604683.8331876692,19.0810972956225,0.720966227992841,55.6362
500000,5,14,191370.0,372760.7702807389,16.74991641210411,0.8754255369073461,67.0804
500000,6,0,0.0,3302606.8770651575,,0.10467153847997838,0.0
500000,6,3,141285.0,1742541.964594652,12.041971281243626,0.31290366193750174,6.84
500000,6,9,153870.0,582461.2550592336,18.678206421043242,0.7212982485156949,55.6544
500000,6,14,191370.0,360443.18939142296,16.37421585239972,0.8756998893676075,67.1148
500000,7,0,0.0,3306095.087155839,,0.10433011370797389,0.0
500000,7,3,141285.0,1741722.5131556087,12.07246044520105,0.31261881722319573,6.8078
500000,7,9,153870.0,583299.640801761,18.69542761002195,0.7210729785612362,55.758799999999994
500000,7,14,191370.0,362013.57932979095,16.384237382170916,0.8755781198007038,67.14
500000,8,0,0.0,3517672.5928253517,,0.1042869762665937,0.0
500000,8,3,141285.0,1861431.1825014162,12.722698165579754,0.31228451652920625,6.8276
500000,8,9,153870.0,623447.2705774674,19.809549114498502,0.7205711620052648,55.692600000000006
500000,8,14,191370.0,379560.815756141,17.398138564399908,0.8751501090968593,67.0744
500000,9,0,0.0,3444189.112659912,,0.10436894503469483,0.0
500000,9,3,141285.0,1823479.4827928247,12.471208053700584,0.31262958433986604,6.8184
500000,9,9,153870.0,614379.3520189322,19.390912852674205,0.7209485172133449,55.641200000000005
500000,9,14,191370.0,376801.70474804065,17.028569827621215,0.8754582906132612,67.1492
500000,10,0,0.0,3566266.1686998215,,0.10440184591157488,0.0
500000,10,3,141285.0,1856133.668869055,13.104133487849145,0.31253210420471766,6.787999999999999
500000,10,9,153870.0,604097.509454511,20.251112362678306,0.7209398211145334,55.7336
500000,10,14,191370.0,366459.6667085941,17.720523080896836,0.8754941538329846,67.0834
