nsow,iteration,dh,upfront_cost,total_cost,bcr,reliability,satisficing
10000,10,14,191370.0,201649.2148157327,0.998064897645115,0.9078400354961635,36.89
100000,1,0,0.0,204002.68806928917,,0.1542753814407269,0.0
100000,1,3,141285.0,236854.23256533637,0.7674803093318667,0.40793437055206194,0.47000000000000003
100000,1,9,153870.0,179619.8664734075,1.1584637784875655,0.7848177172247109,37.855
100000,1,14,191370.0,201973.4388080722,1.010603800288535,0.905840347016925,37.418
100000,2,0,0.0,202737.96088541526,,0.1558166099136198,0.0
100000,2,3,141285.0,236225.75559008904,0.7629769989406251,0.4100708561518331,0.392
100000,2,9,153870.0,179439.0286554767,1.1514195894582349,0.785828516011049,37.232
100000,2,14,191370.0,201895.45220500953,1.0044025117855762,0.9062158461881971,36.795
100000,3,0,0.0,202716.4450020935,,0.15486568624707706,0.0
100000,3,3,141285.0,236032.3377767537,0.7641937022708697,0.409506147918186,0.41900000000000004
100000,3,9,153870.0,179250.92697765343,1.1525022293133171,0.7865192334160357,37.730999999999995
100000,3,14,191370.0,201766.484044591,1.0049640014500836,0.9070547431242899,37.012
100000,4,0,0.0,202668.41265056084,,0.15534855598232686,0.0
100000,4,3,141285.0,236101.1931098044,0.7633663838394485,0.409644476226758,0.428
100000,4,9,153870.0,179359.0132622078,1.1514876154439009,0.7860189004674385,37.433
100000,4,14,191370.0,201856.81046264232,1.0042410105445918,0.906445421186905,36.826
100000,5,0,0.0,202552.68312953095,,0.15562881678674914,0.0
100000,5,3,141285.0,236038.24262103988,0.7629928195384584,0.41018427903673954,0.42
100000,5,9,153870.0,179330.73914100448,1.1509192434426887,0.7862967642939245,37.267
100000,5,14,191370.0,201835.12596323926,1.0037495802178593,0.9066773830038198,36.799
100000,6,0,0.0,202144.9042642581,,0.15521166467486883,0.0
100000,6,3,141285.0,235823.421796314,0.7616270833276295,0.40971056004898154,0.455
100000,6,9,153870.0,179238.5175183199,1.1488684392405164,0.7864469483256697,37.572
100000,6,14,191370.0,201783.37284082794,1.0018891750192307,0.9068727032107511,36.994
100000,7,0,0.0,202990.94671247253,,0.15483077719442642,0.0
100000,7,3,141285.0,236283.88683027696,0.7643561587018838,0.4089650212802693,0.377
100000,7,9,153870.0,179411.69029043138,1.1532414143240477,0.78544729446842,37.281
100000,7,14,191370.0,201869.81930927056,1.005858428192517,0.9061998820184969,36.893
100000,8,0,0.0,202741.92441981492,,0.1545564314006545,0.0
100000,8,3,141285.0,236114.28373749508,0.7637940381662586,0.40843372064140915,0.42
100000,8,9,153870.0,179318.59350680717,1.1522280555859346,0.7853860733428923,37.605
100000,8,14,191370.0,201813.63305773452,1.0048507674247813,0.9062849955354525,37.105
100000,9,0,0.0,203051.5285887419,,0.1551807741329261,0.0
100000,9,3,141285.0,236206.54383667535,0.7653323760630399,0.40983641030538265,0.42700000000000005
100000,9,9,153870.0,179317.62613788794,1.1542464577296028,0.7865000512014569,37.491
100000,9,14,191370.0,201802.49119991413,1.006526819192286,0.9069632892245018,36.977
100000,10,0,0.0,202459.31865915674,,0.1561109219837136,0.0
100000,10,3,141285.0,235825.149635886,0.7638402450597781,0.4108982886068371,0.4
100000,10,9,153870.0,179162.3360445771,1.1514069189223348,0.7871334026557419,37.893
100000,10,14,191370.0,201727.39759299447,1.0038246384812786,0.9072856650389504,37.067
