nsow,dh,yr_elev,upfront_cost,damages,total_cost,bcr,reliability,satisficing
500000,0.0,0,0.0,202483.29599341308,202483.29599341308,,0.15525393660312622,0.0
500000,0.0,10,0.0,202483.29599341308,202483.29599341308,,0.15525393660312622,0.0
500000,0.0,20,0.0,202483.29599341308,202483.29599341308,,0.15525393660312622,0.0
500000,3.0,0,141285.0,94655.78687570847,235940.7868757085,0.7631914861287796,0.40984194319718786,0.4308
500000,3.0,10,168008.9240863401,119506.73992355219,287515.6640098922,0.4930569317346888,0.33879053616684884,0.0
500000,3.0,20,196051.80577797175,141078.78203847128,337130.587816443,0.3114048021878991,0.2823352393041391,0.0
500000,3.3793103448275863,0,141893.7931034483,86361.94123807049,228255.7343415188,0.8183681062827308,0.44280471049701164,1.3402
500000,3.3793103448275863,10,168732.86982935265,113124.35049556378,281857.2203249164,0.5287037036806578,0.36064835192474903,0.0014
500000,3.3793103448275863,20,196896.58751188696,136355.7051054283,333252.29261731525,0.33391853452032155,0.2963544026959386,0.0
500000,3.7586206896551726,0,142502.58620689652,78881.94111649453,221384.52732339108,0.8673621873603353,0.4748938522409612,2.952
500000,3.7586206896551726,10,169456.8155723652,107368.233874121,276825.0494464862,0.560356301151352,0.38160317802677884,0.01
500000,3.7586206896551726,20,197741.36924580217,132096.0825644696,329837.45181027177,0.3539096427924468,0.3096104251005766,0.0
500000,4.137931034482758,0,143111.37931034484,72130.96800998971,215242.34732033452,0.9108453053250729,0.5059180691004616,5.1378
500000,4.137931034482758,10,170180.76131537772,102173.11994082681,272353.8812562045,0.5884485908241114,0.40157109222939524,0.0388
500000,4.137931034482758,20,198586.1509797173,128251.61185507698,326837.76283479435,0.37165215123043105,0.32207842830941297,0.0
500000,4.517241379310345,0,143720.17241379316,66033.16488351986,209753.33729731294,0.9494153034901165,0.5357330910129771,7.6926
500000,4.517241379310345,10,170904.70705839028,97480.6348120671,268385.3418704574,0.6133668042218723,0.42049888033473265,0.0988
500000,4.517241379310345,20,199430.93271363256,124779.09415515106,324210.0268687836,0.38738999745633385,0.333751613942935,0.0
500000,4.896551724137931,0,144328.96551724145,60520.72281208902,204849.68832933038,0.9836041758670083,0.564237058796006,10.6044
500000,4.896551724137931,10,171628.65280140287,93238.59794918344,264867.25075058633,0.6354546309025707,0.4383595844972681,0.21519999999999997
500000,4.896551724137931,20,200275.7144475478,121639.91415925084,321915.6286067986,0.4013402494800283,0.34463782271940074,0.0
500000,5.275862068965517,0,144938.3497536946,55533.05133801575,200471.40109171032,1.0138810391116067,0.5913651302394225,13.7026
500000,5.275862068965517,10,172353.30148966901,89400.38369431639,261753.6851839854,0.6550151386155002,0.45514798564433323,0.40280000000000005
500000,5.275862068965517,20,201121.3164574518,118799.56754222157,319920.88399967336,0.4136943186363355,0.35475631093414123,0.00019999999999999998
500000,5.655172413793103,0,145547.9556650247,51016.02672904036,196563.982394065,1.04066916345408,0.6170838491371083,16.828000000000003
500000,5.655172413793103,10,173078.21378240516,85924.34275833717,259002.55654074237,0.6723217761952369,0.47087629994374824,0.6756
500000,5.655172413793103,20,201967.2260708515,116227.2327966938,318194.4588675453,0.4246249089667527,0.3641348639289603,0.00019999999999999998
500000,6.0344827586206895,0,146157.5615763547,46921.31233713626,193078.8739134909,1.0643444100906758,0.6413856587261114,20.0108
500000,6.0344827586206895,10,173803.12607514136,82773.27919681452,256576.40527195588,0.6876173641314585,0.48557026313535695,1.0118
500000,6.0344827586206895,20,202813.13568425123,113895.3841400997,316708.51982435095,0.43428537983628795,0.3728073038930064,0.00019999999999999998
500000,6.413793103448276,0,146767.1674876847,43205.74538263971,189972.91287032442,1.0852396577329761,0.6642838065595085,23.0822
500000,6.413793103448276,10,174528.03836787757,79913.97850607065,254442.01687394822,0.7011169543914866,0.4992656934504097,1.4356
500000,6.413793103448276,20,203659.04529765094,111779.44225808636,315438.4875557373,0.4428115522678776,0.38081140443272854,0.00039999999999999996
500000,6.793103448275862,0,147376.77339901475,39830.78469557702,187207.5580945918,1.1036509182994734,0.6858077812562016,26.029799999999998
500000,6.793103448275862,10,175252.95066061377,77316.7826309662,252569.73329157996,0.7130117814916661,0.5120055632759661,1.9286
500000,6.793103448275862,20,204504.9549110507,109857.45976939121,314362.4146804419,0.45032420446651533,0.38818719460540857,0.0006000000000000001
500000,7.172413793103448,0,147986.37931034484,36762.0142057027,184748.3935160475,1.119841451355286,0.7059993424382885,28.719
500000,7.172413793103448,10,175977.86295334998,74955.20787590761,250933.07082925757,0.7234719206503101,0.5238375686830444,2.4776
500000,7.172413793103448,20,205350.86452445042,108109.83844519443,313460.70296964486,0.4569307507432677,0.39497561738407316,0.0012000000000000001
500000,7.551724137931034,0,148595.98522167487,33968.69726272801,182564.6824844029,1.1340454352067164,0.7249091500244896,31.197599999999998
500000,7.551724137931034,10,176702.77524608618,72805.6019337909,249508.37717987708,0.732648659505578,0.534812160468301,3.064
500000,7.551724137931034,20,206196.77413785018,106519.07538122543,312715.84951907565,0.46272673951556603,0.40121749865635276,0.0012000000000000001
500000,7.93103448275862,0,149205.59113300496,31423.37717985908,180628.96831286402,1.146471238206266,0.7425939631516971,33.4634
500000,7.93103448275862,10,177427.68753882239,70846.83648748038,248274.5240263028,0.740676611539087,0.544980986418196,3.6594
500000,7.93103448275862,20,207042.68375124995,105069.5354984988,312112.21924974874,0.46779718815859583,0.4069527800381388,0.0015999999999999999
500000,8.310344827586206,0,149815.19704433501,29101.519718670395,178916.71676300536,1.157304330237163,0.7591143572201967,35.543200000000006
500000,8.310344827586206,10,178152.5998315586,69060.03208855585,247212.63192011445,0.7476755970282708,0.5543956882848803,4.2576
500000,8.310344827586206,20,207888.59336464966,103747.24793379733,311635.84129844705,0.4722177710180565,0.41221996954618156,0.0028
500000,8.689655172413794,0,151542.41379310348,26981.19354919619,178523.60734229966,1.1581054970117142,0.7745328971862748,36.912800000000004
500000,8.689655172413794,10,180206.51799431114,67428.31226098642,247634.8302552976,0.7481934637766106,0.5631069968032382,4.7314
500000,8.689655172413794,20,210285.33726928226,102539.72406068332,312825.0613299656,0.47254500886646283,0.41705576774803305,0.0022
500000,9.068965517241379,0,154387.24137931038,25042.785002745994,179430.02638205633,1.1493210799376725,0.7889127038686985,37.698
500000,9.068965517241379,10,183589.44202708008,65936.58399545655,249526.02602253665,0.7425185626679924,0.57116407259665,4.9996
500000,9.068965517241379,20,214232.9154651477,101435.79504297653,315668.71050812426,0.46896101337817747,0.42149483274573263,0.0018
500000,9.448275862068964,0,157232.0689655173,23268.743715076478,180500.81268059375,1.1398091588913732,0.8023163529929354,38.2254
500000,9.448275862068964,10,186972.36605984907,64571.34201573441,251543.70807558345,0.736373648570577,0.5786140468100949,5.2322
500000,9.448275862068964,20,218180.49366101317,100425.46698232954,318605.96064334275,0.4650801668477013,0.4255696531504476,0.0012000000000000001
500000,9.827586206896552,0,160076.8965517241,21643.356044656288,181720.25259638042,1.1297066837519785,0.8148050506281325,38.6286
500000,9.827586206896552,10,190355.290092618,63320.49441978401,253675.784512402,0.7298471971175728,0.5855017207495871,5.407
500000,9.827586206896552,20,222128.0718568786,99499.79188575837,321627.863742637,0.4609583475409699,0.429310502937672,0.0007999999999999999
500000,10.206896551724139,0,162921.7241379311,20152.54341631894,183074.26755425,1.1191310031971624,0.826438034665746,38.906600000000005
500000,10.206896551724139,10,193738.21412538693,62173.20750218541,255911.42162757233,0.7230150208326569,0.5918693898954911,5.4948
500000,10.206896551724139,20,226075.6500527441,98650.75282939257,324726.4028821367,0.4566434361363386,0.4327454568443456,0.0
500000,10.586206896551724,0,165766.55172413794,18783.683000075707,184550.23472421366,1.1081826284173597,0.8372721578695301,39.0478
500000,10.586206896551724,10,197121.1381581559,61119.767763886884,258240.9059220428,0.7159420545878257,0.5977567630370034,5.525
500000,10.586206896551724,20,230023.22824860952,97871.16184206902,327894.3900906785,0.45217644336760193,0.435900448964935,0.0
500000,10.96551724137931,0,168611.37931034484,17525.448385678446,186136.82769602325,1.096947598461327,0.8473616135628279,39.0918
500000,10.96551724137931,10,200504.0621909248,60151.45930956769,260655.5215004925,0.7086838837002838,0.6032009517999791,5.462
500000,10.96551724137931,20,233970.80644447496,97154.56917706964,331125.3756215446,0.44759247512295963,0.4387993603227158,0.0
500000,11.344827586206897,0,171456.2068965517,16367.668117969393,187823.87501452112,1.0854995059335284,0.8567577719166545,39.0436
500000,11.344827586206897,10,203886.98622369376,59260.454989736136,263147.44121342985,0.7012880526040565,0.6082365109733843,5.3098
500000,11.344827586206897,20,237918.3846403404,96495.18275599866,334413.567396339,0.44292155896062496,0.4414641245833278,0.0
500000,11.724137931034482,0,174301.03448275855,15301.200109599999,189602.2345923586,1.073901233227211,0.865509103380103,38.8842
500000,11.724137931034482,10,207269.9102564627,58439.71976089389,265709.63001735666,0.6937951865171021,0.6128955159495962,5.094
500000,11.724137931034482,20,241865.96283620584,95887.7966546755,337753.75949088135,0.43818935251677515,0.4439148448120408,0.0
500000,12.103448275862068,0,177145.8620689655,14317.820171783822,191463.68224074933,1.0622064417647739,0.8736611687087474,38.6728
500000,12.103448275862068,10,210652.83428923166,57682.92490980214,268335.7591990338,0.6862399535421109,0.6172076657133951,4.7978
500000,12.103448275862068,20,245813.5410320713,95327.72762893417,341141.2686610055,0.43341775113507874,0.44616991549188634,0.0
500000,12.482758620689655,0,179990.6896551725,13410.123094696522,193400.81274986896,1.050460850285892,0.8812566583247823,38.4172
