nsow,dh,yr_elev,upfront_cost,damages,total_cost,bcr,reliability,satisficing
500000,0.0,0,0.0,239815.21007154553,239815.21007154553,,0.11735476686788737,0.0
500000,0.0,10,0.0,239815.21007154553,239815.21007154553,,0.11735476686788737,0.0
500000,0.0,20,0.0,239815.21007154553,239815.21007154553,,0.11735476686788737,0.0
500000,3.0,0,141285.0,113509.9466929584,254794.94669295842,0.8939750389537964,0.3399302814741097,0.42579999999999996
500000,3.0,10,168003.9940281715,138981.0526969683,306985.04672513984,0.5991252178791426,0.2800710091524641,0.0006000000000000001
500000,3.0,20,196022.83810111607,162315.51777428927,358338.3558754053,0.3929425509457566,0.23018933650661666,0.0
500000,3.3793103448275863,0,141893.7931034483,103667.9865823919,245561.7796858402,0.9595009091757445,0.3717847412226528,1.3354
500000,3.3793103448275863,10,168727.91852770167,131102.14735586746,299830.06588356907,0.6431670453945543,0.3017701786811035,0.0073999999999999995
500000,3.3793103448275863,20,196867.49501412397,156242.00903970207,353109.50405382604,0.4219174025192449,0.24428892676976882,0.0
500000,3.7586206896551726,0,142502.58620689652,94773.07614578723,237275.66235268378,1.0178210640694945,0.4034340021265631,2.94
500000,3.7586206896551726,10,169451.84302723178,123978.22212350949,293430.06515074125,0.6823849763180326,0.32304199430442965,0.033
500000,3.7586206896551726,20,197712.1519271318,150747.83177659308,348459.9837037249,0.4477323427658993,0.2579426567269481,0.0
500000,4.137931034482758,0,143111.37931034484,86729.34218058789,229840.7214909327,1.0696973827565635,0.4346226538675501,5.1746
500000,4.137931034482758,10,170175.7675267619,117533.33387600814,287709.10140277003,0.7172860654144011,0.34373873514562475,0.0968
500000,4.137931034482758,20,198556.80884013965,145775.1082218178,344331.9170619574,0.47071744253725156,0.2710735379992104,0.0
500000,4.517241379310345,0,143720.17241379316,79450.64918261454,223170.82159640765,1.1158110806269845,0.4651329353717514,7.9302
500000,4.517241379310345,10,170899.69202629206,111699.18426959972,282598.8762958917,0.7483241191248696,0.36374092110545325,0.2346
500000,4.517241379310345,20,199401.46575314755,141271.7317988069,340673.1975519544,0.49116840780350474,0.28362363547706315,0.0007999999999999999
500000,4.896551724137931,0,144328.96551724145,72859.65810928437,217188.62362652575,1.1567709320435533,0.4947855857071058,11.0652
500000,4.896551724137931,10,171623.6165258222,106414.39007748582,278038.006603308,0.775905063084393,0.38295646373551023,0.4812
500000,4.896551724137931,20,200246.12266615545,137190.82362511105,337436.9462912665,0.5093500029462159,0.29555272320815745,0.0018
500000,5.275862068965517,0,144938.3497536946,66886.96465832369,211825.3144120183,1.1931158710382221,0.5234387596051513,14.44
500000,5.275862068965517,10,172348.2439499787,101623.81387996905,273972.05782994773,0.8003885603388432,0.40131875492600527,0.8456
500000,5.275862068965517,20,201091.59973395203,133490.23295583276,334581.8326897848,0.5254970272437697,0.3068364313444396,0.004
500000,5.655172413793103,0,145547.9556650247,61470.312598718585,207018.26826374323,1.2253342663450646,0.5509855512233975,17.9972
500000,5.655172413793103,10,173073.13497086999,97277.95193944627,270351.0869103163,0.8221008336226804,0.4187840679514655,1.3122
500000,5.655172413793103,20,201937.38435979435,130132.07943219235,332069.4637919867,0.5398226596012335,0.317464116431484,0.0088
500000,6.0344827586206895,0,146157.5615763547,56553.877443449295,202711.43901980395,1.2538614537049322,0.5773506214384234,21.5624
500000,6.0344827586206895,10,173798.0259917613,93332.37585092332,267130.40184268466,0.8413329211798282,0.4353285916872403,1.9052
500000,6.0344827586206895,20,202783.16898563667,127082.33478676894,329865.5037724056,0.55251725277549,0.3274366430105424,0.0172
500000,6.413793103448276,0,146767.1674876847,52087.61566115402,198854.78314883873,1.2790844003046105,0.6024863450412283,25.115399999999998
500000,6.413793103448276,10,174522.91701265264,89747.22444486305,264270.1414575157,0.8583437289090979,0.4509453527511134,2.6036
